DCX_YFP(-)_tp1_s.1	DCX_YFP(-)_tp1_s.2	DCX_YFP(-)_tp1_s.3	DCX_YFP(-)_tp2_s.1	DCX_YFP(-)_tp2_s.2	DCX_YFP(-)_tp2_s.3	DCX_YFP(-)_tp3_s.1	DCX_YFP(-)_tp3_s.2	DCX_YFP(-)_tp3_s.3	DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(-)_tp1_s.1	SOX2_YFP(-)_tp1_s.2	SOX2_YFP(-)_tp1_s.3	SOX2_YFP(-)_tp2_s.1	SOX2_YFP(-)_tp2_s.2	SOX2_YFP(-)_tp2_s.3	SOX2_YFP(-)_tp3_s.1	SOX2_YFP(-)_tp3_s.2	SOX2_YFP(-)_tp3_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
SRSF3	4.669159	4.676721	4.891808	3.541289	4.325446	4.63875	3.90594	4.093828	4.350369	4.258533	4.023439	4.586564	4.146923	4.818534	4.369713	4.850555	4.050162	4.407359	4.963116	4.381624	4.740091	4.539895	3.039242	2.622079	3.347897	4.488722	4.54512	4.251289	4.150084	4.742011	4.637767
DDX1	2.102466	1.967613	2.239099	0.3612528	1.522942	0.8171417	0.993974	0.322902	0.9573461	0.7212943	-1.792792	0.9244339	-2.380955	2.829997	2.135591	1.41028	1.780771	1.473078	1.003249	1.029825	0.6851223	1.819719	2.523267	2.257518	3.127807	1.673457	1.865108	2.052754	2.454985	2.254218	2.322921
PSMC6	1.638314	1.258161	1.893081	1.63299	1.440255	0.07927668	1.477451	1.214961	1.462583	0.4435003	1.250626	1.210292	1.263635	1.315718	1.803543	0.5114185	1.507861	1.451251	1.616523	1.493459	1.557281	1.852356	0.8400089	0.425274	1.127963	1.521457	1.200987	1.620774	1.946177	1.966672	1.635831
C21orf33	-0.2927494	-0.2872093	-0.3008693	-1.359458	-1.778088	-1.636085	-0.8006942	-0.2823546	-0.2997721	-0.1143632	-2.724321	-0.1122894	-2.372102	-0.3335751	-0.1606318	-2.915948	-0.08810056	-0.1492583	-0.9374853	-3.455058	-0.2359863	-0.1532547	-0.7431253	-3.982224	-0.1274704	-1.486984	0.08371649	0.1431504	-1.823791	-0.1344062	-0.3760855
GPS1	-0.852809	-1.173264	-1.265655	-1.627315	-1.139127	-6.320374	-2.033501	-2.237047	-1.201254	-1.934959	-5.472546	-1.535612	-1.515073	-1.425989	-1.728573	-1.776058	-0.8194049	-1.307803	-2.024146	-1.142512	-2.459913	-1.034332	0.8939268	-0.1050933	-1.131787	-2.140826	-1.147293	-1.929041	-1.307224	-0.866002	-0.9078168
WDR18	-0.5043153	-1.833371	-0.6646355	-3.332581	-1.011564	-3.814879	-1.962476	-2.19875	-0.8605025	-2.185189	-2.299319	-1.195557	-1.472337	-0.6713039	-2.236417	-0.7138065	-0.3600939	-1.253791	-1.941315	-1.872138	-2.421353	-2.297895	-3.027533	-3.249238	-2.458416	-0.8919019	-0.5556835	-1.853333	-1.386765	-1.258759	-1.545345
HNRNPUL1	1.723043	1.38383	1.192629	1.069973	0.4126295	0.3350469	0.7669384	0.5035005	0.07114322	-1.179682	-0.6617787	0.108672	0.428889	0.3889549	1.239636	-0.02291023	0.9832618	0.5789867	0.7409716	0.8785365	0.6802662	0.854889	2.64099	1.660964	1.197173	0.7048969	1.037889	1.150562	1.036012	1.311091	1.305069
EPB41L3	-2.079437	-2.23036	-1.936254	-4.690601	-3.24878	-3.523965	-1.123574	-2.443613	-1.803485	-1.527183	-1.877813	-2.896849	-3.498101	-1.78595	-1.65435	-4.010566	-1.017865	-0.7650597	-2.353494	-4.132579	-3.702308	-2.0683	-1.880752	-4.797055	-2.283552	-3.110766	-2.627142	-2.317956	-2.612402	-3.882308	-3.055702
SNX6	0.231544	-0.5886864	-1.525988	-5.013117	-0.1647065	-3.055947	-2.047965	-1.289546	0.1998044	-0.5605001	0.8802949	-0.5227607	-4.385901	-0.507671	-1.812112	-0.6782801	-1.177538	0.48267	0.5299524	-0.4212719	0.6059673	0.5013669	-4.844543	-4.159406	-4.376518	-0.6156672	0.3978833	-0.3327693	-1.606977	0.3595344	-1.321786
PCMT1	0.6934746	-0.3011528	0.879716	0.005456641	0.5757828	-0.3247354	-1.7882	-0.6449754	0.5834914	1.080482	0.972233	0.8942859	0.1849852	1.032176	1.054348	0.837618	-0.2371174	-0.05096781	0.05953427	0.7276469	0.5767394	0.8981171	1.204898	-0.524836	0.7198974	0.4029837	0.4983504	0.3187072	0.7210349	0.4373735	0.4074231
NOLC1	-1.788798	-0.7735784	-0.9819845	-0.946896	-1.30496	-2.246736	-1.526303	-1.195161	-0.9756851	-2.948841	-3.546232	-2.943983	-3.213507	-3.435504	-1.357465	-3.92337	-1.748726	-2.115484	-1.552524	-2.667369	-1.603887	-1.93125	-5.10243	-2.821525	-3.417046	-1.161029	-1.194604	-0.6926102	-0.9378579	-1.411236	-1.054304
SNRPC	1.327753	1.294032	1.509595	1.316519	1.257216	1.058528	0.2975517	0.280407	0.7643445	-0.004664585	0.1067175	0.9556792	0.6228951	1.063085	1.492857	0.8515101	1.192932	1.153566	1.032937	1.068956	-0.08362283	1.251857	0.008196995	-1.498919	0.1456498	0.9268808	1.328266	1.10304	1.820577	1.45847	1.522319
NFIB	-3.453843	-4.981971	-2.247592	-3.260749	-2.507037	-4.827401	-1.550586	-1.448353	-1.635765	-2.32924	-2.717011	-0.354664	-1.56997	-3.094044	-4.41444	-4.913056	-3.59304	-3.135995	-3.659524	-4.102104	-4.990649	-3.299301	0.1215405	0.2548245	-0.6727763	-4.032935	-5.107083	-4.422388	-3.728435	-4.294197	-3.677394
MBD1	-2.716569	-2.878635	-1.738138	-1.722034	-1.593166	-1.755309	-4.609327	-2.897627	-2.178064	-5.041107	-4.020056	-1.173367	-1.578401	-0.583674	-3.248734	-0.3401138	-2.697068	-5.188694	-2.591994	-5.32272	-3.268171	-3.580586	-4.122113	-4.398422	-2.569824	-4.339634	-1.549624	-3.599468	-3.803353	-2.953933	-2.687175
HADH	1.263182	0.7754663	1.380104	0.4269745	1.525425	0.3236175	1.375573	1.718877	1.986671	1.458864	0.9838704	1.804124	1.677325	0.8071328	0.9322612	1.078007	1.947267	2.247814	2.273839	0.8897588	1.789687	2.066758	3.207796	3.234865	1.907531	1.871327	1.931176	1.413127	0.9531205	1.473332	1.927313
TOR1AIP1	-1.683684	-2.527242	-1.47891	-2.7205	-1.536602	-3.270481	-0.9172046	-1.573632	-1.689896	-3.53971	-3.735034	-2.188327	-5.269823	-2.715402	-2.595932	-3.272229	-0.6640404	-1.550012	-1.907314	-4.546548	-4.292321	-2.116784	-4.649651	-2.702166	-2.925686	-2.250115	-4.415143	-1.690297	-1.808036	-1.922722	-1.24545
PITPNB	-1.339977	-1.733572	-2.655097	-1.324479	-1.814549	-2.785321	-2.556292	-1.138133	-1.590525	-2.334937	-2.584569	-2.095085	-2.298576	-1.735474	-1.204891	-3.630457	-0.6601555	-1.475702	-1.379838	-1.759482	-1.544286	-0.7598418	-2.265037	-4.287356	-3.313883	-2.850408	-2.782871	-1.451475	-0.7506831	-0.9511145	-0.9997722
FDXR	-1.218919	-2.086975	-2.079508	-2.860339	-2.213871	-3.779593	-4.291224	-2.919394	-3.583367	-2.837077	-3.926115	-3.940175	-3.199367	-3.599423	-2.254514	-2.347925	-4.152875	-3.012441	-5.080652	-4.169669	-2.935917	-2.985222	0.1805466	-0.5298444	-1.253431	-3.510391	-3.283912	-3.484696	-2.139758	-1.654871	-1.57637
ATP1A3	-0.3893068	-0.9935063	0.03552385	-0.139618	0.0423395	-1.511788	0.2550563	0.2205195	0.6063448	1.971947	2.175019	0.548413	-0.2590909	0.5926473	0.4676643	-0.7880704	-0.04751666	-0.02199991	-1.9926	0.617475	-0.7858133	0.722978	-0.9708173	-3.725331	-2.912814	-1.296069	-0.9856937	-0.04006168	0.1678813	0.2107662	-0.1974957
SCAF8	-1.9611	-2.092453	-2.169761	-5.920613	-2.322759	-4.800368	-3.687898	-3.886727	-3.185791	-4.516908	-3.324029	-2.482883	-2.32274	-1.740205	-2.084991	-5.181163	-2.326591	-2.837868	-3.090261	-4.956726	-3.253089	-2.327781	-1.233659	-1.021749	-1.092496	-1.88912	-1.584602	-2.056819	-1.245635	-2.651022	-1.567334
SMARCA4	1.543172	1.789957	1.366522	0.9857731	0.7952272	0.1218962	0.01919272	-0.8644755	0.110891	-0.4655959	-0.84549	0.05728152	-0.3839006	1.11458	1.615174	0.0839626	1.786844	1.47471	0.687299	0.0744395	-0.1928098	0.5445867	0.0921153	-2.598387	-0.173276	-0.8239323	-0.1563916	1.409214	1.049392	1.011538	1.088528
IVD	-3.592044	-3.852252	-2.380841	-2.436967	-2.778658	-2.921116	-2.72578	-1.962741	-2.145304	-3.093057	-2.155979	-3.197215	-2.975027	-2.997635	-4.020473	-3.269268	-3.31706	-1.431783	-2.031224	-3.775083	-3.228866	-2.782441	-1.721578	-2.827691	-2.332359	-2.861707	-1.310939	-2.886477	-3.96315	-2.919461	-2.893651
DYNC1I1	-1.455971	-2.639487	-1.35583	-2.858035	-1.226475	-5.781567	-2.602121	-4.684608	-3.994137	-0.03778383	-0.06092167	-0.516697	-2.928502	-0.5499848	-3.083334	-0.5309603	-3.916072	-2.071936	-3.135238	-1.35984	-2.912544	-4.318086	0.5434362	-1.039302	0.6067734	-4.581573	-3.88808	-1.086755	-1.389986	-4.544027	-3.32482
DHCR24	0.06520408	-0.3641906	-1.348553	-1.137723	-1.487733	-4.560122	-2.382888	-1.455993	-2.145306	-1.32169	-2.625218	-3.340225	-1.849669	-1.713888	-1.587231	-3.640601	-1.456062	-0.1328997	-3.188043	-1.519196	-2.053414	-1.531402	-1.103348	-4.247828	-4.382027	-2.017195	-2.673995	-2.020815	-0.854426	-0.5138374	-1.25719
TTN	0.5983271	1.597794	0.9307158	-4.133801	1.321246	-4.858273	0.7474101	1.235273	0.7517872	1.232255	2.182648	1.25695	1.632556	0.9181343	0.8242503	2.094512	0.0773227	0.2172492	1.276211	-2.839364	1.559401	1.343915	-4.368288	-4.760676	-3.54546	1.594388	1.906571	0.7125031	0.2705277	1.170037	0.7327845
ADSL	-2.417835	-3.051677	-2.697768	-3.316686	-3.118507	-2.542126	-3.054677	-2.892568	-2.922844	-3.474105	-2.816685	-3.52987	-2.521411	-2.920015	-2.772831	-0.9271827	-3.469208	-0.5902203	-3.034893	-2.557869	-2.418003	-2.972935	-3.153388	-3.880798	-3.821227	-3.50585	-2.31322	-3.034877	-3.013967	-2.795353	-3.066493
TMED7	0.516124	0.1167572	0.4159783	0.08350366	0.232152	-1.001511	0.143432	-0.2395789	0.2570658	-0.5966331	-0.9995437	0.3169637	-0.2690303	-0.08343657	0.1237971	-0.9456072	0.5534517	0.3336902	-0.05562432	0.3244627	-0.3575803	0.2827987	-1.817353	-5.456671	-0.5323051	-0.01515286	-0.09548188	0.5301785	0.5038292	0.4690397	0.5589734
LUC7L2	1.064311	1.294321	1.219247	0.9793246	1.082419	0.8757834	0.2649141	0.1989412	0.3502082	-0.2516834	-0.03355385	0.7931238	0.1265823	0.7025272	0.8965	0.7009842	0.7981967	0.7799882	0.7537234	0.752915	0.4580121	0.8665153	0.3176928	0.8429246	0.8044906	0.6770843	0.8843341	1.276819	1.428587	1.159346	1.451943
NAA15	-1.361847	-0.8365228	-1.670571	-2.17578	-2.562424	-2.743023	-1.660137	-2.80991	-1.614307	-2.463317	-2.447488	-1.504368	-3.229342	-3.863398	-0.6195517	-2.393008	-2.300209	-2.774557	-1.835842	-2.295836	-2.524023	-2.642918	0.445968	0.2905549	-0.2350391	-6.21497	-3.061623	-1.681687	-1.29631	-1.358873	-1.06255
SRSF7	3.543326	3.46639	3.677726	2.964057	3.478746	3.47588	2.919522	2.720297	2.949069	2.981872	3.013479	3.328402	3.141962	3.541629	3.770404	3.350326	3.351624	3.234966	3.548564	3.382123	3.457688	3.373944	1.727744	1.174295	2.05609	3.728344	3.499074	3.609931	3.732313	3.645749	3.734781
FIP1L1	-2.158159	-2.778898	-2.51867	-3.59397	-1.34852	-2.520057	-4.676568	-3.908931	-4.230492	-5.721575	-5.343379	-5.870409	-4.176335	-2.657989	-2.737108	-4.701861	-2.632686	-3.054115	-2.663324	-2.605796	-4.037582	-2.608731	-0.7736455	-4.944953	-3.62762	-2.630994	-2.11977	-2.430763	-2.390277	-2.306653	-2.775786
LARP1	-2.660683	-2.717033	-2.13556	-4.118377	-1.910811	-3.339259	-3.224201	-3.4653	-3.951711	-0.162363	-0.1068069	-0.6734808	-1.702136	-0.7610853	-1.042521	-1.284555	-2.405831	-2.160463	-3.907986	-1.065353	-3.098905	-1.651674	-3.478094	-3.034326	-1.642669	-3.182399	-1.860817	-5.215745	-2.766453	-1.665567	-2.241658
TRPV1	-3.036422	-3.032849	-4.719692	-4.654451	-2.853478	-6.856297	-4.259636	-2.97355	-2.35153	-4.314324	-1.904383	-5.32119	-2.417914	-3.245836	-5.327988	-5.989915	-2.517249	-2.003377	-1.73722	-3.689899	-3.336274	-4.179624	0.1142231	0.5985305	-4.098283	-4.751786	-3.033236	-2.659384	-3.725748	-3.199418	-3.790107
ACAA2	0.4093816	0.6572669	0.625921	0.8587471	0.9938756	-0.7957746	1.179207	1.111777	1.452575	0.2885506	-0.5828516	1.154633	0.9323043	0.3095677	0.6352878	-0.4628676	1.449288	1.450683	1.163582	0.7871926	0.8698775	1.033568	2.066358	2.146084	0.393983	1.010714	0.8810281	0.8126096	0.3260414	0.608441	0.5691336
RPS15	0.4901965	-0.7306443	-0.3536083	-2.620586	0.00633911	-0.4890197	-0.4330942	-1.923943	0.559149	0.06583036	-0.1267654	0.1214069	-0.7775542	-0.4314257	-2.846419	-2.014772	-0.05221278	0.231702	0.02298975	-1.01155	-2.285921	-2.007113	0.9353457	0.3376342	-3.101138	-1.77345	-0.06395568	-0.3431666	-0.7290358	-0.5163916	0.2306721
DLGAP4	-2.476049	-2.77708	-2.397637	-2.424048	-2.384824	-2.432746	-2.854005	-3.190355	-3.178334	-1.93353	-2.029113	-2.297983	-2.053034	-1.82075	-1.833267	-1.917347	-2.194428	-2.281022	-1.958188	-1.412638	-2.274809	-1.818534	-4.707692	-6.062209	-4.514072	-2.574018	-2.967937	-2.325418	-1.988958	-2.265371	-2.610228
TPT1	1.961566	1.977796	2.20555	1.598114	1.662293	1.264083	2.082993	1.804571	2.040665	1.343499	0.8263527	1.595087	1.637198	1.322623	1.813458	1.130558	1.989496	1.881177	1.774869	1.762183	1.730797	1.762094	0.5802479	1.660342	0.3958287	1.757653	1.695273	1.882626	2.374535	2.308308	2.318841
TM9SF4	-1.219767	-1.458863	-2.227888	-2.413197	-3.458844	-4.681386	-3.233936	-1.435467	-2.122183	-3.011674	-3.40036	-3.058546	-2.496213	-4.149137	-0.2254637	-3.763416	0.004388896	-2.574071	-2.491023	-2.125132	-2.972732	-1.99072	-2.026909	-5.173909	-1.97783	-0.8553051	-3.137135	-2.567624	-2.185832	-1.911226	-1.371132
SET	3.702356	3.949034	3.717413	3.192192	3.067671	2.814453	3.203746	2.791283	2.798753	2.274416	2.288458	2.507813	2.879095	3.679058	3.515264	3.901175	3.496531	3.624975	2.641527	2.995455	2.954628	2.85745	0.07651505	0.1655343	0.5300964	3.523144	3.621043	3.40008	3.978474	3.628803	3.6533
DNMT3A	-2.639106	-1.290504	-2.398901	-3.344085	-3.282272	-4.403475	-3.812374	-4.03521	-3.893873	-4.314919	-4.693529	-3.224706	-3.294304	-2.02894	-2.237932	-2.800347	-1.806322	-1.6596	-2.813039	-1.927136	-4.311406	-1.917835	-1.680842	-3.726722	-5.347879	-3.581851	-3.567625	-1.95354	-3.397841	-2.016465	-2.569104
RPSA	3.90836	3.954531	3.752872	3.772731	3.643114	3.431463	3.862741	3.746171	3.997163	3.442729	3.45633	3.929708	3.385898	4.058343	3.841264	3.951302	3.587475	4.047139	3.994319	3.97059	4.37112	3.996543	4.205627	4.601943	4.378724	3.947083	3.77732	3.630981	3.928181	4.087617	3.901564
SYNE1	0.7421176	0.1379257	0.6413175	-0.1033239	-0.1710719	-0.4081507	0.35117	0.4740265	0.01855729	-0.8356917	-5.372796	-0.4142066	0.08245178	0.6651591	0.7226094	-0.9923351	0.6880558	0.6548665	1.027805	-0.3144093	0.3605793	0.6120499	0.4081727	-1.986718	1.411097	0.3011466	0.5069543	0.2447896	0.6105406	0.1915961	0.4155717
DDX46	0.3871297	0.4305007	0.07932147	-0.5024688	-0.7095284	-2.114834	-1.837404	-1.448806	-1.50985	-4.491798	-3.994014	-1.097904	-0.7660592	-0.6189669	-0.3103561	-1.771871	-0.956676	-0.9282535	-1.770584	-0.8131114	-4.086156	-1.180013	1.141532	1.085165	0.5765681	-1.862257	-0.2233666	-1.741716	1.10508	0.3774052	0.03252601
ECI2	-0.45266	-0.8731666	-0.545321	-0.8640723	-2.592901	-4.440147	-4.327492	-3.639632	-3.071511	-2.522663	-2.697582	-3.403232	-3.541051	-3.049463	-2.736238	-4.156199	-0.3919878	-0.610783	-1.500152	-2.648178	-3.947079	-2.050148	0.1849915	-1.312457	-3.689634	-1.96196	-0.7129903	-1.357513	-2.300003	-0.2254637	-0.7987409
SCOC	-2.144355	-2.29839	-2.155916	-3.955649	-1.427837	-3.561838	-1.961357	-1.896025	-1.847127	-2.032107	-2.641194	-1.902079	-3.221612	-2.789978	-3.574169	-3.124173	-1.85264	-1.884051	-1.489457	-1.451387	-4.556984	-1.377984	-3.181692	-4.725661	-1.428142	-1.124792	-1.663922	-1.401082	-2.287751	-2.162143	-1.034671
CHD4	2.665208	2.389254	2.254624	1.914579	1.748475	1.415257	1.065758	0.5852355	1.662602	1.498006	0.9341736	1.665682	1.306524	2.388864	2.426073	1.813179	2.307765	2.275226	1.358006	1.50227	1.796178	1.851573	2.771609	3.365535	2.304023	1.714726	1.525266	2.591481	2.293217	2.224698	2.357356
PAPOLA	-1.114234	-1.139256	-0.7162005	-2.388744	-1.519257	-2.710873	-2.560934	-3.564284	-2.312727	-4.691256	-4.903215	-2.48123	-2.125921	-2.209854	-1.311786	-2.720063	-1.417233	-4.628325	-4.063898	-2.030639	-4.04043	-2.697434	-3.961049	-4.549592	-4.492967	-1.718942	-2.29082	-1.50081	-1.633323	-1.337729	-1.073258
CAPNS1	-0.3779956	-0.5256482	-0.970815	-2.669314	-1.942952	-3.015599	0.1141044	-0.06403501	-0.1791736	-1.132495	-1.724879	-1.093883	-1.262057	-1.446547	-2.686527	-1.569294	0.02398399	0.9387858	0.05457266	-1.669258	-1.505153	0.231471	-2.681354	-4.328018	-1.452985	-1.719558	-0.8093594	-1.21721	-1.5942	0.03179014	-2.331795
RPRD1A	-1.073354	-0.7310801	-0.6695008	-2.048753	-1.651242	-1.449916	-2.868839	-2.780727	-3.667689	-1.363381	-4.950156	-2.704983	-3.132015	-1.75661	-1.006596	-4.282403	-3.208575	-3.789162	-3.163675	-4.05436	-4.122176	-2.929188	-3.958695	-4.187319	-4.854168	-2.150069	-1.565474	-0.9370673	-0.7243338	-0.4421231	-0.5921544
NDUFA6	-1.840914	-0.5673035	-1.212767	-2.081565	-1.056286	-2.48984	-1.986075	-1.450661	-1.677811	-3.412758	-0.5330504	-1.027232	-2.226632	-2.909011	-1.565235	-2.724579	-1.899601	-2.010785	-0.9989697	-2.125837	-2.276654	-1.724181	-2.349854	-4.66574	-2.42247	-0.373677	-2.231631	-1.350555	-2.85819	-1.361555	-1.283619
DDOST	2.251323	1.983546	1.733477	2.161542	2.197397	-0.3743458	2.053112	1.950852	2.405864	1.015592	1.068853	1.752944	1.716628	1.200892	1.845793	1.110356	2.903917	2.692183	1.887616	2.174159	1.775468	2.319629	1.642071	-2.557602	2.857066	1.838448	1.567929	2.72517	1.63378	1.944383	2.231947
LAMTOR5	-2.18155	-4.999789	-2.036607	-2.885088	-4.247609	-2.258407	-2.202705	-1.353832	-1.449615	-3.774018	-4.17811	-2.053591	-1.57136	-4.569562	-2.047068	-3.941434	-1.860261	-2.281148	-1.895974	-1.67536	-1.762383	-1.786003	-2.497788	-4.555725	-3.415581	-1.444414	-2.145581	-1.683358	-1.571916	-2.159019	-2.052752
ENOPH1	-0.239795	-0.9494066	-0.8405607	-2.465611	-0.2099794	-0.3206823	0.139123	-0.902378	0.2599939	-0.06333296	-0.140764	0.4727213	0.1993077	-0.3391983	-2.961768	-0.2072059	-2.612748	-0.5072505	-0.2223138	-1.408393	-1.335693	-1.009648	-5.014161	-2.163678	-3.711038	0.2276642	0.309671	-1.379977	-1.659416	-0.09255473	0.4681329
MAP4K4	-2.355798	-2.997799	-4.090242	-4.229581	-5.96255	-4.417665	-2.370364	-3.211588	-1.517631	-1.195867	-4.720204	-2.10343	-2.219636	-1.013491	-2.304571	-1.916017	-3.684151	-3.122138	-2.235645	-1.493895	-2.89662	-2.526427	-1.778189	-2.745275	-0.6327248	-4.082397	-3.497567	-2.567041	-4.284591	-2.998284	-3.445615
DDX3X	2.413805	2.551522	2.235595	0.9177864	1.481173	0.6565686	1.713959	1.699213	2.034715	0.9918773	0.6785002	2.00068	1.658914	2.121731	2.231197	1.809732	2.086981	2.030699	2.214739	2.026992	2.040608	1.922083	1.05219	-1.802351	1.512423	1.881566	1.940541	2.341728	2.362231	2.545671	2.43514
STXBP1	-3.948371	-1.606945	-4.452899	-2.8156	-5.57947	-4.260657	-5.675959	-3.90156	-4.80378	1.605358	1.388791	-0.6147898	-2.061609	-0.2641703	-0.8328998	-1.438394	-5.548037	-3.298553	-2.445676	-1.866297	-3.123002	-2.451584	-0.8959567	-0.2738116	-4.441563	-5.759929	-3.497492	-2.302739	-4.840092	-4.293231	-4.778981
PHF6	-0.4618545	-0.6964099	-0.3947512	-2.020602	-0.9744475	-3.224229	-2.346979	-3.731019	-2.55863	-3.987066	-3.051932	-5.132241	-3.203479	-1.038801	-0.382325	-3.714702	-0.5445825	-0.5318002	-1.061921	-0.8817511	-2.696475	-4.190076	-3.683697	-4.167233	-4.883311	-5.710267	-1.051832	-0.1808352	-0.6641175	-0.9015344	-1.033216
SPTAN1	3.265972	3.185993	3.387721	2.931443	3.254806	1.529878	3.862772	3.966725	4.168837	4.451184	4.046729	3.862382	3.671877	3.930051	4.315248	3.593998	3.988976	4.156854	3.833471	3.935708	3.716134	4.247821	3.987947	3.776429	2.976057	2.976024	3.280151	3.398128	3.50552	3.369803	3.463741
EHMT2	-1.302449	-2.529929	-2.579925	-2.359478	-3.16064	-4.042199	-3.502532	-3.298351	-3.215734	-5.179929	-4.164395	-3.821577	-6.11667	-2.824008	-2.952221	-3.780806	-2.157422	-2.109403	-2.706224	-4.331946	-5.007657	-2.918693	-2.558541	-3.394502	-2.111699	-1.77625	-1.286	-2.103807	-2.315331	-1.780702	-2.705075
HSPA1B	4.298875	4.381719	4.54011	3.340209	3.945559	3.144775	3.974765	4.076953	4.158805	3.920731	4.050875	4.114873	3.745521	4.103721	3.973755	3.85889	3.066654	3.261399	3.222326	3.590582	3.415345	3.752658	3.660792	2.925341	3.069843	3.669049	3.81357	3.716242	3.596581	3.748715	3.869481
CSNK2B.LY6G5B.1181	-0.760412	-2.274287	-2.324786	-2.942775	-2.867499	-2.446619	-0.9358097	-3.668844	-1.416137	-2.033257	-3.635669	-3.38391	-3.135044	-1.701939	-2.498579	-3.559115	-2.136587	0.1245491	-3.03993	-2.812007	-3.522108	-2.942054	-5.378004	-4.768944	-4.813543	-2.130333	-0.3031421	-2.497707	-2.275417	-2.48864	-2.021102
PUF60	2.571309	2.213867	2.342896	1.831969	2.498985	2.636894	1.73688	1.754589	1.930822	1.69175	1.972445	2.312303	1.499588	2.593333	2.074858	1.879423	1.918513	2.137344	2.402053	1.918504	1.986961	1.973928	2.354587	1.652091	1.897153	2.205735	2.553694	2.699212	2.372335	2.675579	2.453555
TRIM2	-1.119139	-0.1827176	-1.044434	-1.60462	-1.536417	-3.225405	-3.868597	-2.054945	-2.134089	-1.161951	-1.033386	-0.799155	-1.717911	0.06721402	-0.01526512	-2.006945	-2.964591	-2.692912	-4.562337	-1.706751	-2.230275	-2.959172	-4.543408	-4.189382	-2.505563	-2.55448	-2.447488	-1.495338	-0.4177293	-0.06025532	-0.8419818
PON2	-1.456847	-1.629172	-1.981438	-1.689356	-0.4278772	0.1801021	-0.3171661	-0.6784999	-1.326446	-5.857095	-1.603179	0.0003983937	-0.9920468	-4.474081	-2.21314	0.2338843	-2.834984	-3.768478	-3.995735	-2.0269	-1.900476	-2.9182	-2.825796	-3.660002	-3.033419	-1.688655	-1.097931	-0.9073449	-0.9347172	-0.3520599	0.4553025
CNPY4	-0.7127916	-1.450109	-0.4744761	-0.1851976	-0.08655347	-4.697672	-0.8699338	-0.2186521	0.4012478	-0.4668215	-1.523576	-0.9263949	-0.09516968	-2.216174	-3.663266	-2.318824	0.1364766	-0.2920977	-1.165081	-0.9063739	-1.117791	-0.5046834	-3.599742	-5.451059	-5.516848	0.4618288	0.007053446	-0.922315	-1.490858	-1.699329	-0.3516494
NA.	-1.777855	-4.175827	-1.054893	-1.573908	-1.716983	-3.728553	-2.039209	-3.206054	-5.657234	-1.49009	-1.709944	-2.137799	-3.010497	-1.439485	-0.6923991	-1.234406	-1.271595	-0.3752519	-5.484829	-1.684415	-3.723963	-3.524047	-3.441362	-4.088184	-2.124978	-5.237617	-3.30147	-4.198695	-2.307315	-3.600535	-1.209953
ELAVL4	-2.263016	-1.522006	-1.837413	-2.193377	-2.024673	-2.53304	-4.684318	-2.527882	-3.902114	0.855813	1.201551	1.245915	0.3524048	2.97282	2.462577	1.959081	-3.471592	-0.7762665	-0.8375584	1.519753	0.1242262	0.527169	0.5491108	1.337413	1.345581	-5.042894	-3.495951	-3.842098	-1.01026	-0.5392251	-1.403495
MATR3	4.912171	4.82924	5.047565	4.438096	4.378979	4.560471	4.190617	3.750551	4.071016	4.719346	4.416409	4.706135	4.221215	5.720735	5.096741	4.885778	4.372677	4.965368	4.775291	4.64489	4.405097	4.600233	5.135859	4.774371	5.334949	4.338879	5.253434	5.082587	4.81658	5.063182	5.253797
TPM1	0.7505656	1.14617	1.061534	1.022123	1.139569	0.06952665	1.182362	1.370548	1.236538	-0.2137134	0.3106228	0.144486	1.160305	-1.455613	0.629829	-0.2170814	3.087236	2.394732	2.535601	1.693537	1.391031	1.675581	-3.210805	-4.034606	-2.3019	0.7124863	0.5162311	0.7578873	-0.2953773	-0.8355345	0.2506706
PACSIN2	-3.139774	-2.703636	-2.916092	-2.4624	-2.01578	-4.412336	-5.317465	-3.103385	-3.187085	-1.02273	-3.877206	-2.277591	-3.911955	-2.627803	-2.848948	-2.219183	-2.905943	-2.458629	-1.632752	-2.567619	-2.213986	-2.366474	-2.039505	-2.21468	-2.898566	-2.707754	-2.155518	-4.509322	-2.813557	-2.316228	-3.330458
HIST1H2AJ	0.1744793	-4.517221	-1.536216	1.377933	-3.223234	-0.03092056	-0.4097478	-5.236969	-0.6976525	1.362083	1.042692	0.6076735	-5.163805	2.268393	0.06941288	2.285366	0.235035	-0.03441199	0.267134	0.6140106	0.4621809	-1.060575	0.9332222	1.49561	-2.937041	0.6946395	-0.3773856	1.982656	-2.677227	-0.6972312	-1.343965
