DCX_YFP(+)_tp2_s.1	DCX_YFP(+)_tp2_s.2	DCX_YFP(+)_tp3_s.1	DCX_YFP(+)_tp3_s.3	DCX_YFP(+)_tp1_s.1	DCX_YFP(+)_tp1_s.2	DCX_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp1_s.1	SOX2_YFP(+)_tp1_s.2	SOX2_YFP(+)_tp1_s.3	SOX2_YFP(+)_tp2_s.1	SOX2_YFP(+)_tp2_s.2	SOX2_YFP(+)_tp2_s.3
PPT1	-1.717809	-1.683534	-0.8310223	-2.398132	-1.266098	-0.6298217	-1.585799	0.1019343	0.5759971	-0.3347951	0.03160027	-0.05633074	-0.01391031
X3.Sep	1.552005	1.944952	0.09581938	-0.4492399	1.244721	0.5654932	1.349634	-3.158297	-2.714035	-3.11968	-1.273766	-1.143444	-2.421961
SMARCE1	-0.8252503	-0.8457727	0.3264776	-0.5532677	0.4885591	1.10569	0.1808456	1.093434	0.6653984	0.9233739	0.9249269	0.6717346	1.05447
CTNNB1	0.9040649	0.4836541	0.4783251	-0.2407198	0.06713603	0.4002176	-0.6900671	0.3335349	0.753558	0.9550315	0.9487606	0.9713621	0.6010697
TBCE	-2.347074	-3.149836	-2.782533	-2.065931	-2.80015	-2.635623	-2.489121	-2.75226	-2.277156	-3.179424	-2.724898	-2.529374	-2.056066
RDX	1.484676	2.038627	1.889417	0.9744097	1.241056	0.8170077	0.7826467	0.5462225	1.124909	0.311282	1.009566	1.122271	1.264595
RPL5	1.5981	1.769322	1.865072	1.93445	2.297617	2.162672	1.669687	1.788286	2.366281	1.916697	2.075524	2.107538	2.066459
DTD1	-0.2612826	0.09020393	-1.588331	-1.973105	-0.0902428	-0.5773458	-0.4475935	-4.051123	-1.632022	-1.646284	-0.9381242	-0.9349742	-1.418331
SUCLA2	-2.706516	-1.466385	-1.1581	-1.717302	-0.2755209	-0.8580031	-1.855162	-1.176263	-0.6089835	-0.3194422	-0.9868143	-1.080638	-1.057986
NA..1	-1.857658	-1.663129	-1.677432	-1.440654	-2.305736	-4.380141	-1.488039	-4.545075	-4.353896	-4.313953	-3.814222	-4.293276	-2.487403
EPB41	-1.708154	-4.804717	-3.723073	-2.763062	-2.539099	-1.334717	-2.668358	-2.855628	-3.757819	-2.413871	-1.90603	-2.863747	-3.038241
RPS14	0.8338495	0.6375528	1.212301	1.365806	0.9927742	1.846706	0.788057	0.8904148	0.5518653	1.612759	1.625467	1.438578	1.406739
RPS29	-2.096522	-1.77047	-0.6083632	-1.21768	-0.7694174	-0.4470157	-1.530326	-2.845438	-1.101466	0.01423282	0.3171527	0.2296337	-0.4191149
PFKM	0.3792563	0.161481	0.2392551	-0.222184	-0.9950524	0.5371119	0.2782665	0.08405153	-0.51085	0.1381186	0.535645	0.1175257	0.8364426
HSD17B4	1.788696	1.927959	2.026217	1.537043	1.059922	2.14087	1.004352	3.205462	2.871876	2.967242	3.035394	2.930609	3.406951
CSNK2A1	1.218338	0.7112518	1.057561	0.8589144	0.1216763	0.8616729	0.6343294	0.4503462	1.111369	0.9233938	0.924409	0.8084612	0.9088938
GLUL	-0.3006511	0.005469248	-2.228357	-3.269044	-1.864066	-1.830727	-1.862301	0.2151192	0.4652261	0.5085263	0.2416369	-0.08192593	0.08147456
RPL15	1.557301	1.458114	1.780909	1.780782	1.725806	1.376893	1.305681	1.621817	2.233396	1.477271	1.304403	1.91652	1.579443
TPP1	-1.327655	-1.257719	-0.4487734	-0.4192409	-1.846564	-1.340329	-1.132993	-0.4354624	-0.05996738	-0.05943084	-0.3537569	-0.2843237	-0.5529041
CDC73	-1.776518	-2.987902	-1.861768	-3.682281	-1.601252	-1.524026	-0.5435504	-1.033253	-1.955416	-1.767199	-1.736199	-2.41838	-1.6271
EEF1A2	1.27024	0.8239311	0.9160925	0.6662964	0.8041024	-0.1948793	0.168203	-2.351626	-0.5853582	-1.376554	-0.338283	0.5495411	0.03958255
CD59	-1.015441	-0.994061	-1.860792	-1.689932	-3.111815	-2.558389	-3.116091	-2.89229	-2.786534	-1.939917	-2.841512	-2.994689	-2.853037
MTHFD1	0.621172	0.9835397	1.996971	1.906695	1.12469	1.503652	0.2515048	1.44485	1.983768	1.812762	1.826886	2.411682	2.181962
CTPS1	-0.6045166	-0.4722227	-0.9440387	-2.212706	0.4411481	0.4046777	-1.716127	0.00695987	0.1577414	0.4886591	0.4874991	0.9403778	0.595383
MOGS	-1.031347	-2.335836	-2.708241	-0.5925986	-2.601654	-1.242184	-2.606615	-0.6758503	-2.552329	-0.5561463	-0.7317998	-0.7761545	0.1008601
SSR1	-5.296826	-4.806032	-2.708441	-1.835912	-2.580994	-3.637248	-2.888953	-2.204607	-3.282084	-4.834571	-4.02106	-4.551654	-2.457933
TCOF1	-3.707118	-2.261135	-5.399915	-3.18827	-1.735238	-1.377326	-1.959906	-3.509983	-1.562036	-1.595755	-1.492566	-3.241766	-2.326617
DCPS	-2.500695	-5.050757	-1.824769	-2.08951	-1.710392	-1.809321	-2.698123	-2.357175	-0.8402148	-1.904274	-1.460436	-1.176026	-0.384139
PGM1	-3.279451	-1.288513	-2.409207	-2.005417	-3.537661	-2.115745	-4.94769	-3.987807	-1.179571	-1.08171	-0.9075085	-0.07556205	-1.38983
RPL29	-1.188059	-1.05956	-0.9166096	0.4136413	-0.07339659	-0.02433703	-0.347592	-1.363127	-2.822566	-0.701582	-1.540841	-0.003724203	-2.13653
ATP5L	0.2679485	-0.2790626	0.07994747	-0.6843003	0.3681209	0.720072	-0.8128796	-1.047058	-0.6548998	0.5802631	0.436576	0.2248512	-0.07818262
THRAP3	-0.1662269	-0.2340366	0.829374	0.176344	1.092828	2.013998	0.137978	2.011308	1.84746	2.086884	1.896606	1.647386	2.031211
MCM4	-3.904948	-2.661298	-0.9958345	-0.5115299	-1.812907	-0.537623	-1.65501	1.251626	1.574425	1.969323	2.215959	2.634015	2.024336
NHP2L1	-0.240753	-0.1803675	0.4748317	-0.01857219	0.7490469	1.059018	0.5471678	0.9939729	1.218676	1.3557	1.445612	1.220705	1.007801
PRPF40A	-1.272598	-1.369915	-0.4398924	-2.23087	-0.241521	0.6718483	0.1619688	0.3200571	-0.1715161	-0.2329689	0.6884446	-0.02825348	0.2557412
C11orf98	-2.967672	-2.545	-2.11836	-2.309924	-2.627961	-2.239717	-1.793231	-2.755491	-4.70889	-3.698069	-2.832622	-2.79517	-2.905922
MPRIP	-0.7235041	0.08968581	-0.4265996	0.22878	-0.2612073	-0.7782606	0.3697371	0.2837639	-0.05930242	0.3466201	0.2143362	0.3304328	0.4658664
PIN4	-2.717917	-2.641059	-3.179017	-2.760849	-2.495647	-1.958359	-3.604445	-1.574018	-2.409105	-2.078193	-1.57426	-2.199214	-2.288607
DEK	0.7564757	1.444295	1.614543	1.278211	1.790598	1.734448	0.437333	1.401225	1.503203	2.317825	2.082286	2.197632	2.199765
EBP	-4.089918	-4.504265	-1.747756	-2.213119	-2.297863	-1.246878	-2.038624	-1.874875	-2.282562	-1.881758	-3.309988	-1.516845	-1.508591
NOP56	-1.321011	-0.9933464	-0.6783064	0.1164315	-0.145114	0.2805907	-1.014516	-0.4892349	-1.866503	0.139679	-1.557488	-1.158321	0.6867541
PEPD	-3.110635	-3.385473	-1.561757	-3.981555	-1.724434	-1.270546	-1.8945	-3.51425	-1.791095	-2.651974	-1.442722	-1.338253	-2.027334
LBR	-1.749345	-2.274849	-1.939634	-1.912858	-1.96984	-0.05079243	-1.552965	-0.9434699	-1.525142	-0.3681675	0.3184684	-0.7887936	-0.3298708
FKBP2	0.4630729	0.3220444	0.4205894	0.4285951	0.2989714	0.4329262	0.1270209	1.090397	0.818354	0.9687564	0.4122693	0.6515095	0.8034472
SART3	-1.044603	-4.189202	-1.966418	-2.133738	-0.7257388	0.3599114	-0.8790703	-2.255235	0.008762423	-0.4404682	0.8016234	0.7193595	0.5943221
PDIA4	2.569345	2.579221	3.450537	3.352732	2.663829	3.567955	2.706664	4.282442	4.244102	4.299813	3.666698	3.800599	4.197348
CYB5B	1.999676	1.968505	1.565413	1.040215	1.530327	1.365812	1.326716	1.273939	0.7175275	2.301697	1.160173	1.766043	2.284652
UBA6	-0.3589006	-0.5683756	-1.208845	-0.9625918	-0.6049892	-0.3530546	-0.7351798	-0.654588	-1.35137	-1.759371	-0.9313045	-0.1885896	-0.735804
ILVBL	-3.552039	-4.183451	-4.56936	-3.609854	-3.435196	-3.593344	-3.394686	-0.8484997	-2.977301	-1.91571	-1.293602	-2.869385	-1.279071
SH3PXD2B	-5.026905	-3.32268	-2.916852	-2.846495	-4.514735	-4.280637	-3.839995	-3.154688	-3.174289	-2.591735	-1.864398	-2.74491	-2.367434
ACO2	2.703438	2.551739	3.032358	1.776349	2.547275	2.120431	1.781813	1.287483	2.084908	1.878118	1.816468	1.980942	2.11457
STMN1	6.038022	5.909591	5.221189	4.557493	5.618514	5.222608	5.734939	4.720509	4.654628	4.503744	4.937199	4.746248	4.487775
MAP1LC3B	2.217615	2.113021	1.204414	1.040105	1.231584	1.070529	1.474442	0.415583	0.399412	0.3751319	0.8433671	0.9619839	0.5964889
CUL4B	-2.547032	-1.044008	-0.2455777	-1.642842	-0.6581022	-1.311501	-1.815958	-1.313065	-0.4093664	-1.371248	-1.708338	-0.6604303	-0.3160399
HCFC1	-2.843281	-2.86822	-2.827844	-2.617955	-0.4343101	-0.005739821	-2.780552	-2.498983	-0.08631617	-0.4814326	0.452085	0.819997	0.0859159
PIGK	-3.654681	-4.69783	-3.031471	-4.641177	-4.814067	-3.299531	-2.264622	-4.40659	-3.398446	-1.817325	-2.384879	-2.637799	-1.997117
BPNT1	-3.523752	-3.970492	-3.731521	-2.319405	-3.103342	-2.043473	-3.774907	-4.630749	-3.332383	-3.336576	-4.382858	-3.093298	-2.541157
NUDT5	1.888409	2.325287	1.86153	1.601519	1.964325	1.294638	2.071275	0.9132279	2.000247	1.283111	1.706088	1.642653	1.389361
HN1L	-1.492128	-1.837298	-1.4871	-1.579723	-1.309151	-0.3284436	-1.166015	0.06904532	0.4128633	0.7743143	1.295909	0.1928872	0.503229
SMCHD1	-2.621498	-2.969119	-3.269789	-3.478891	-1.97962	-2.141708	-3.325719	-3.483198	-0.6823823	-1.459488	-0.6470782	0.1263283	0.1850545
UNC119B	0.4471251	0.6649435	0.4188945	-0.540314	0.04806801	0.05706674	-0.7479545	-0.5942364	0.6293892	0.6275696	0.8174523	-0.04282751	0.2553735
USP14	0.613502	-0.4554452	0.5036917	0.1081882	1.150594	-0.5869448	0.3882955	-0.2159053	0.6541431	-0.6185929	-0.3779116	0.00575153	-0.3307441
RNPEP	-2.136773	-2.830034	-2.28354	-1.922327	-1.271907	-2.670521	-3.562519	-2.232244	-2.113233	-3.526092	-1.378172	-1.970161	-2.337152
CD81	0.2433579	0.03080842	-0.6684386	-0.51983	-1.574333	-0.9596931	-3.01364	-3.346863	-1.485638	-1.597579	-1.733732	-1.354242	-0.9619284
ENSA	-3.849318	-6.014988	-4.025	-3.783509	-3.162302	-3.268478	-3.389539	-2.304481	-2.579635	-2.298709	-2.123305	-2.429252	-2.442647
TP53BP1	-1.583334	-1.777151	-0.5268822	-4.498981	-0.5748814	0.9873832	-1.554126	-1.059225	-1.220582	1.259015	0.9576458	-0.5354305	0.1703581
MANF	1.148415	1.402787	0.9236097	1.90462	1.229659	1.007728	0.4952033	1.751687	1.67362	1.883959	1.406268	1.431529	1.998595
SFI1	-2.834398	-5.599899	-4.247546	-3.640824	0.3210704	1.174878	-6.00013	-3.298891	-3.420867	0.9218857	0.498367	0.529241	0.7000991
FMR1	-1.385977	-4.70774	-2.135834	-4.885956	-0.6113393	-2.015393	-0.641655	-1.465577	-0.5960371	-1.293439	-2.806227	-1.325544	-1.052347
S100B	-1.768215	-1.932209	-0.2577645	-1.986116	-2.638106	-2.385042	-4.925648	-2.816075	-2.581009	-1.724928	-2.854319	-2.43942	-2.727275
RPL7	-0.1120849	1.127864	0.8799738	1.794899	0.5130876	0.9519189	-0.01720217	1.103515	2.241144	0.9792162	0.4770861	-0.02742511	0.2951445
ATP5J	1.187143	0.7314378	1.010383	1.374771	0.657513	0.7056711	0.8275492	1.477866	0.9126433	1.501933	0.8471652	0.7007633	0.8188745
RPL23A	0.8888549	0.7258991	1.463679	1.631277	1.215693	1.690229	0.9708281	1.011837	0.7810476	1.796688	1.640696	1.674136	1.561079
FABP1	-2.446098	-2.836739	-3.925343	-3.904996	-4.819411	-2.68705	-5.476992	-3.502743	-2.661141	-0.7564861	-2.379325	-2.937551	-3.26916
SNRPG	1.196976	0.4874347	1.492436	1.297721	1.647309	1.577212	1.431153	2.001895	1.86027	1.817978	1.479399	1.985663	2.000937
SEC13	-2.651321	-2.46421	-1.497561	-1.818183	-1.42721	-0.7782403	-3.262559	-4.650953	-1.107413	-0.3180422	-1.165021	-0.7856977	-1.554413
EIF3L	-2.785535	-1.170671	0.386009	0.04589033	0.01711409	0.05991233	0.2052376	-1.627031	0.3206231	0.6282862	1.357066	1.01132	0.6848925
EWSR1	-0.07618714	-0.1280335	0.1884168	-3.119663	1.2003	1.363663	-0.06454787	-2.944578	0.867504	0.7406195	1.560233	1.186403	0.6622774
APOC3	-0.2367634	-0.3178191	-0.4865642	0.9532474	-3.738383	-1.796307	-4.32631	-0.3795713	-2.158629	-0.3237335	-0.6429698	-1.515118	-0.759196
PSMD10	-1.342436	-1.200747	-0.620497	-1.450049	-1.260681	-0.425593	-0.2603753	-0.6379637	0.07428582	0.406218	0.02276335	-0.01083004	0.2080821
DNAJC11	-1.462675	-1.857332	-1.545657	-2.00559	-2.289186	-4.779858	-3.194203	-5.866295	-3.298882	-1.730212	-3.883617	-3.122194	-2.407732
CAPZB	0.8968543	0.7842089	0.8537679	0.8283674	1.068711	1.575048	0.7501627	0.8282378	1.366473	1.31661	1.690807	1.402574	1.27969
PRPS1	0.7301967	0.07753228	-0.2326609	0.292541	0.3744818	1.037274	0.5556801	1.528457	1.985415	1.641079	0.5689094	1.199605	1.03576
X6.Sep	1.030562	0.2236282	-0.3978185	-2.053572	0.8452275	0.1965024	0.2539332	-2.517183	-3.319222	-2.941672	-0.9014598	-2.399963	-2.961471
GUK1	-1.770362	-1.487136	-0.8485087	-5.176173	-2.540605	-2.019424	-2.468992	-3.29878	-2.689316	-3.489098	-1.827171	-1.81971	-2.154982
PABPC4	-0.6824301	-0.7452766	0.6386248	0.2586147	0.8717036	0.3500269	0.5809227	0.3443699	0.3344407	0.9220648	0.9477302	1.215669	0.9519542
HNRNPC	5.170658	5.107808	5.566887	5.019923	5.822023	5.933878	5.51004	5.823884	5.784612	6.029692	5.975513	5.987926	6.025702
EIF3H	-0.3200764	-0.5630207	-0.2608548	-0.7481164	0.1579937	-0.7388051	-0.4952637	-0.3888798	0.4797197	-0.4566233	-0.7715774	0.2395441	0.05410821
HARS	-1.035673	-1.677304	-1.115935	-1.314085	-0.9537102	0.06907921	-1.523831	-1.749506	-0.9215906	-1.092555	0.08732465	-0.5040406	-0.6106547
NDUFV1	-2.156174	-2.318975	-2.108418	-1.849008	-2.153903	-1.457142	-2.011727	-2.082222	-1.751767	-1.391201	-1.679872	-1.323714	-1.752072
MGMT	-3.437455	-3.177758	-3.617074	-2.897596	-3.040865	-2.810272	-3.340038	-2.648668	-2.212363	-1.662402	-1.878963	-1.814655	-1.706813
MSI2	-3.558405	-3.047526	-1.486807	-3.231622	-5.21983	-0.7644718	-4.529539	-1.170007	-0.9134547	-1.519795	-1.053659	-1.244835	-1.536296
COPS2	-1.498151	-2.789179	-3.620522	-1.980191	-1.017705	-0.9468367	-1.446189	-4.087561	-1.639817	-1.965773	-1.066991	-1.1642	-1.085883
NDUFS1	-3.399735	-2.937545	-1.14788	-0.7245152	0.3670363	-0.02882259	-1.319978	-0.9085662	-0.8092834	-1.299744	0.261714	-0.7683117	0.7280952
CS	1.76832	1.283467	1.053419	0.8705509	1.113316	0.8647164	0.4794588	1.137622	1.082931	1.251673	1.191999	1.222175	1.661193
AKR1C2	-1.803566	-1.755897	-2.384524	-2.746031	-2.134773	-2.563817	-2.393883	-3.253115	-1.463015	-5.151396	-4.488249	-3.42405	-4.587011
CARS	-4.482112	-3.102947	-3.23868	-5.072557	-2.985094	-3.422192	-3.475745	-3.307313	-3.956801	-2.809288	-2.77427	-2.787766	-3.124463
MRPL12	-1.577124	-1.735811	-1.047606	-1.500432	-1.407382	-1.881967	-1.661335	0.01292269	0.11025	0.0195059	-0.2302136	-0.3336861	-0.1273488
SEC61A1	-2.77547	-3.092573	-4.707252	-4.187375	-2.668092	-5.591847	-5.686595	-3.516498	-3.766893	-1.714214	-2.873941	-3.290246	-1.606959
MTAP	-3.999381	-1.029075	-2.187204	-2.28634	-0.6201947	-1.439222	-2.51693	-1.443302	-1.039747	-2.314093	-0.8194133	-2.41613	-1.62244
BAIAP2	0.3031822	1.744151	0.2571069	0.6946363	1.318529	-1.782178	2.246261	0.4523495	1.923798	-2.302336	-2.897393	-1.527579	-1.772145
EML4	1.441352	0.6108775	0.8217874	0.6934032	1.214756	0.4542527	1.384453	-0.2633659	-0.8925254	-0.9915036	-1.71749	-0.1971439	-0.1512042
BZW2	-0.548813	-0.6246974	-1.330613	-0.9833599	-0.8867227	-3.485544	-0.7351977	-1.316425	-1.887291	-2.799344	-3.697475	-1.506114	-2.226687
X10.Sep	-3.745566	-3.730862	-2.871233	-3.810832	-4.264808	-4.576331	-4.464418	-5.331543	-5.222658	-3.922835	-3.860559	-4.186742	-3.642037
HNRNPLL	-2.479941	-2.467998	-1.07077	-3.093194	0.2210428	-0.4936854	-0.02295611	-1.102129	0.2620792	0.2036601	-0.2790032	0.2778705	0.3168741
RTN3	-1.272732	-2.400537	-2.277507	-2.360847	-2.87707	-1.220351	-4.699259	-4.137221	-2.209626	-2.224065	-1.282698	-1.312668	-1.358662
TPM1.1	-0.606886	-1.269968	-1.265104	-0.6539891	-1.388769	-0.4937425	-0.7278548	-0.3358904	-0.0295562	-0.4561548	-3.764512	-1.498816	-0.3760775
ACP2	-2.358874	-3.906877	-1.713437	-1.98994	-1.529911	-1.963426	-1.414548	-1.426948	-1.43632	-1.464508	-1.98032	-2.115642	-1.848998
RANBP3	-2.358083	-2.050643	-1.483626	-1.921319	-1.219409	-0.1368013	-1.837068	-1.542359	-0.7445782	-0.9619311	-0.3027498	-0.2623909	-0.2422879
ACADM	-0.1642973	-0.585052	0.2633871	-1.275346	0.3306084	0.1465677	-0.5321085	0.6207635	1.033821	1.046944	0.009796812	0.3991719	0.5347769
SH3GLB2	-1.493153	-1.794663	-2.800255	-2.511902	-2.88811	-2.643491	-2.325421	-1.696869	-1.98136	-1.568702	-2.46271	-2.482398	-1.880013
PPIL3	-1.943504	-4.811906	-1.905939	-1.889008	-1.832605	-2.414701	-1.650344	-1.37184	-3.53516	-1.066071	-1.288144	-0.9269828	-1.308935
GGCT	-4.272052	-4.961096	-3.997348	-4.292517	-3.702419	-2.897604	-2.685456	-2.991056	-2.8707	-2.321459	-2.546636	-2.645105	-2.852089
SUMO1	-0.6850832	-1.410193	-0.6297648	-0.1679387	-0.08313815	0.2298489	-0.2880952	-0.09972823	0.6153001	0.5357639	-0.1006779	0.2012316	0.1318257
PTMA	2.257177	2.252573	2.442447	2.825726	3.274004	4.149276	2.718146	3.211576	3.017798	3.580943	4.096244	3.622244	3.536092
TCEB2	-0.04716772	-2.64722	0.515687	-1.068686	-0.4301277	0.1385917	-0.5410219	-1.057995	0.6974483	1.133641	1.449034	0.8927039	0.9070011
USP39	-2.612777	-2.533186	-4.730753	-2.630693	-2.455957	-1.630086	-4.198802	-2.328255	-1.501592	-0.8397404	-0.2782823	-1.088402	0.05668402
MDH1	3.071552	2.544255	2.550588	2.230375	2.652872	2.732968	1.965619	1.647021	2.930815	2.335754	2.650342	3.010087	2.475311
IMMT	0.9653155	0.8262108	1.154886	1.15726	1.139168	1.262973	0.5252421	1.700556	1.473156	2.025041	1.54072	1.415633	1.620247
RBM12B	-1.563104	-1.756666	-1.669416	-1.625881	-0.7660705	-1.010809	-0.8579973	-0.5039651	-0.7395748	-1.30684	-1.723016	-0.9393535	-0.4184273
TSNAX	-2.207083	-1.327676	-1.437073	-0.903006	-0.9917455	-2.276442	-4.935193	-1.170354	-0.6359451	-2.373925	-1.899596	-1.064331	-1.109611
BZW1	-0.5698782	-0.1742943	-0.06470063	-0.3898387	-0.5654992	-0.7591249	-0.4251086	-0.200453	0.0714872	-0.9455547	-0.8415854	0.001591012	-0.2773116
PCYT1A	-2.034414	-5.249662	-4.888849	-2.055791	-2.366232	-4.484558	-2.928665	-2.776471	-2.834008	-2.79247	-2.306794	-2.29413	-2.884564
PFN2	0.9620746	1.587684	1.731537	1.143008	1.237903	1.793668	0.6148676	1.495156	1.737518	1.42676	1.126005	1.753351	1.440918
SRI	1.47045	1.629814	1.652	-0.542059	5.239752	1.435301	4.954621	0.1313713	1.132132	0.7669985	1.489933	1.420967	1.353899
EEF1E1	-1.4446	-1.934406	-1.285518	-1.400732	-0.6647411	-0.4057596	-1.46029	-0.9567715	-1.462899	-0.700721	-0.2498275	-1.121644	-1.498151
RPL37A	-1.36027	-0.8174897	-4.801943	-3.373512	-1.056566	-0.490584	-0.6620582	-1.59142	-1.153297	-0.3491319	-0.7665632	-1.049928	-0.5064594
PPIG	-4.018233	-1.802999	-0.5949888	-4.26645	-2.330899	-3.413331	-1.911031	-0.3083206	-5.219151	-2.978019	-1.142584	-1.096535	-4.411865
NIFK	-4.776399	-4.439927	-4.506153	-3.478091	-4.063384	-3.299986	-3.208061	-3.128324	-4.80205	-3.285119	-3.073643	-3.824894	-4.489495
TNPO3	-3.773409	-3.491806	-3.616071	-3.177842	-3.162286	-3.099358	-4.870903	-3.98191	-4.151667	-2.942716	-3.103113	-3.375354	-4.54351
ATP6V1E1	-1.57948	-2.080479	-3.184223	-2.270393	-1.728529	-2.011506	-1.945738	-1.432481	-3.118417	-2.818083	-2.783297	-2.779121	-3.288429
SSR3	-0.4385815	-2.466309	-2.420363	-3.564898	-5.89688	-0.8487592	-2.93515	-4.148182	-4.075626	-1.658501	-1.847807	-2.003825	-1.96014
PSPH	-2.160905	-1.887307	-1.317209	-1.420937	-2.092042	-2.409056	-3.292276	-1.35976	-1.378881	-1.731233	-1.365221	-1.173655	-1.039946
QPRT	-3.628516	-3.399366	-2.690219	-2.239267	-3.291959	-3.700953	-3.631158	-5.131932	-3.583764	-3.705229	-4.074822	-3.273896	-3.520645
NAGK	-1.095206	-4.940648	-1.774237	-4.440302	-1.704649	-2.515025	-2.710155	-2.898028	-3.214906	-2.627701	-2.15039	-2.113885	-2.133251
CYCS	0.7412764	0.8964025	0.178911	0.5643295	0.5450422	0.1327454	1.039817	-2.882049	0.9459901	0.538942	-0.1143147	0.3189621	-0.5522769
PELP1	-4.593773	-3.861995	-4.447066	-3.880027	-1.708241	-3.016545	-3.752926	-1.503016	-4.751731	-3.838134	-2.335612	-1.300777	-2.941842
APEH	-0.7498491	-1.306639	-1.034927	-1.686173	-2.074408	-1.514786	-2.473268	-0.395556	0.2760139	-0.3074402	-0.6368503	0.06072319	-0.960102
ATG4B	-1.571562	-3.106488	-2.192492	-3.560521	-1.904094	-3.241955	-4.076614	-4.085637	-1.613949	-2.152603	-1.378356	-1.182534	-4.623287
ATP5J2.PTCD1	-0.5183908	-4.104753	-1.586792	-1.659842	-2.651721	-1.843872	-4.411232	-2.639602	-4.621855	-2.949589	-0.6426946	-2.175296	-1.186334
FAM195B	0.2908574	-0.4526075	0.2887149	-0.1843827	0.3989525	-0.223673	-0.6005429	-0.5589436	0.2064747	0.8626996	0.5999324	-0.6072754	0.6577334
MTX2	-3.392206	-5.603522	-2.89227	-2.885486	-2.480528	-1.982648	-3.997687	-1.561137	-1.422647	-1.821812	-2.341331	-2.33654	-1.960241
RPL24	0.7719475	-1.316186	-0.2182955	1.075881	0.5663594	0.9457972	0.4099749	0.3217506	-1.002961	0.3374739	0.8193214	0.3455631	0.5775262
CRTAP	-3.816837	-5.418736	-1.93301	-2.432226	-4.263581	-3.159564	-3.980379	-3.636961	-1.724631	-2.078458	-3.152858	-3.000185	-3.823735
CHCHD3	-2.227586	-2.394972	-0.8112584	-0.6590673	-0.5566297	0.07314359	-1.688361	-0.2878142	-0.1271549	0.439092	-0.4152385	0.0795951	-0.02663035
DCUN1D1	-4.314085	-4.629452	-2.152256	-3.407469	-2.174164	-2.539164	-2.456532	-2.174635	-3.673604	-4.059973	-2.473592	-2.004896	-2.116968
CTNND1	-0.4729151	-0.4732727	-0.6701817	-2.240014	-1.095128	-0.8275723	-2.446877	-1.515619	-1.179569	-1.021188	-0.2476894	0.1113442	-0.8913903
EIF4G2	-0.8212446	-1.233785	-0.4703161	-3.56842	0.5653951	0.5538793	-1.275745	-2.737458	-0.2577456	-0.2541613	0.9413858	0.7313325	0.2625399
RPL32	0.5423406	0.3045647	0.4254993	0.7761904	0.9824454	1.043358	0.6614285	0.3968501	0.9101743	0.0184833	0.8468304	0.9357167	1.017031
CAMK2D	-2.364961	-2.623542	-1.909096	-0.3594148	-3.04772	-2.469838	-3.998706	-0.1007335	-0.6880285	-1.379406	-2.007675	-0.4875227	-0.06379046
HNRNPAB	2.118989	1.201213	1.263332	1.985074	2.510138	2.122813	1.90343	1.792223	3.110795	2.406292	2.940019	3.194779	3.005445
GNPDA1	-0.5947933	-0.5229356	-2.648652	-0.440475	-0.5755475	-2.121073	-2.32489	-0.373307	0.2872202	0.06513146	-0.6548309	-0.4474021	-0.2424073
TMEM33	-1.862276	-3.59472	-2.867307	-3.693	-3.130135	-3.741826	-4.137485	-1.70574	-3.205989	-1.846993	-1.808616	-2.237916	-1.654279
COPS4	-1.021685	0.106885	1.009425	1.10727	1.276352	0.5149941	1.560817	0.5640756	1.451925	1.188927	0.6887545	0.6225756	0.453651
LMAN2	-2.68332	-1.841647	-3.058077	-1.066975	-2.469707	-0.5323402	-3.685443	-2.764385	-3.438578	-0.2743789	-0.8169488	-0.7658972	-0.09126395
EIF4E	-3.076242	-1.85068	-0.5514174	-2.299303	-1.527998	-1.175406	-1.87414	-2.360254	-1.391609	-0.7619759	-1.176955	-0.677235	-0.9018764
PAIP1	-3.687546	-2.752291	-3.320144	-3.660611	-2.628187	-2.962741	-3.32725	-5.721457	-3.025699	-4.088642	-2.359221	-1.711757	-2.724617
CWC27	-1.627764	-3.828257	-1.644506	-1.591051	-1.607945	-2.382148	-1.687418	-1.601852	-1.276738	-2.608651	-1.942199	-0.7391872	-1.9339
X11.Sep	2.52296	2.386813	1.98905	2.736485	2.367139	2.47527	1.946804	2.586376	2.102599	2.775019	2.593381	2.746917	2.74441
SEC31A	-0.6644754	-0.8523339	0.365104	-0.1838163	-0.1449501	0.2370452	-0.4970423	-1.241732	-0.3171957	-0.2522384	0.05967751	0.3052065	0.08233283
SDHA	0.6294961	-0.6619629	0.08636243	0.2825891	0.7225217	0.2899592	-1.209773	2.127956	1.529349	0.6275793	0.03112779	0.7410356	1.256321
COX7A2	-2.273399	-0.8463032	1.31493	0.666165	-4.191298	-4.396427	-3.231495	0.4772229	0.7261553	0.1254804	-0.04270872	-0.09208412	0.01419267
EXOSC9	-3.992388	-5.060853	-2.253959	-2.406453	-2.335443	-1.492393	-1.801901	-2.352159	-2.37202	-3.065996	-1.2966	-1.660599	-2.161837
LYPLA1	0.03670646	-1.039166	-1.147431	-2.55859	1.025786	-0.8077587	0.9375014	-2.522643	0.3610626	-0.8176529	-1.785815	-0.3648989	-0.6854337
PFDN1	-0.2792903	-0.6355824	-0.7157004	-3.019958	-0.7276764	-0.5570595	-0.5983532	-0.7402684	-1.011464	-0.5706677	-0.6756414	-0.7114844	-1.168622
