NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-2262749.1	CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-2262749.1		34	0.21813336	0.7677249	0.8044077	0.97163665	1.0	309	tags=18%, list=14%, signal=20%	
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2		34	0.21813336	0.7677158	0.8127544	0.96914303	1.0	309	tags=18%, list=14%, signal=20%	
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.1	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%R-HSA-350562.1		32	0.22711748	0.7674818	0.8074792	0.96698475	1.0	309	tags=19%, list=14%, signal=22%	
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%R-HSA-389957.1	PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%R-HSA-389957.1		22	0.23995751	0.76706755	0.79651165	0.96507996	1.0	712	tags=36%, list=33%, signal=54%	
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME DATABASE ID RELEASE 60%68827	CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME DATABASE ID RELEASE 60%68827		34	0.21813336	0.7667952	0.81793106	0.96301955	1.0	309	tags=18%, list=14%, signal=20%	
HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1	HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1		37	0.2171472	0.7662055	0.81718963	0.9614266	1.0	484	tags=24%, list=23%, signal=31%	
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 60%179419	APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME DATABASE ID RELEASE 60%179419		35	0.21417335	0.7625379	0.8126722	0.9644498	1.0	309	tags=17%, list=14%, signal=20%	
CELLULAR RESPONSES TO STRESS%REACTOME%R-HSA-2262752.3	CELLULAR RESPONSES TO STRESS%REACTOME%R-HSA-2262752.3		117	0.171619	0.7623537	0.8808962	0.962314	1.0	527	tags=21%, list=25%, signal=27%	
HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1	HATS ACETYLATE HISTONES%REACTOME%R-HSA-3214847.1		15	0.26162508	0.7613614	0.77386194	0.96136165	1.0	1586	tags=100%, list=74%, signal=382%	
REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%R-HSA-1234174.1	REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%R-HSA-1234174.1		34	0.21813336	0.7584159	0.8307906	0.96325994	1.0	309	tags=18%, list=14%, signal=20%	
PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY	PID_TELOMERASE_PATHWAY%MSIGDB_C2%PID_TELOMERASE_PATHWAY		15	0.27002403	0.7577119	0.78614455	0.96188474	1.0	566	tags=40%, list=26%, signal=54%	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%R-HSA-174178.2	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%R-HSA-174178.2		34	0.21813336	0.75684464	0.8302425	0.9606054	1.0	309	tags=18%, list=14%, signal=20%	
ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 60%382556	ABC-FAMILY PROTEINS MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 60%382556		43	0.20000847	0.7562594	0.81986755	0.9590199	1.0	484	tags=23%, list=23%, signal=29%	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 60%176409	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 60%176409		35	0.21417335	0.7559951	0.84720325	0.9570047	1.0	309	tags=17%, list=14%, signal=20%	
RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 60%5663220	RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 60%5663220		33	0.21617211	0.75568014	0.8344733	0.9550481	1.0	511	tags=27%, list=24%, signal=35%	
TRANSCRIPTIONAL REGULATION BY RUNX3%REACTOME%R-HSA-8878159.1	TRANSCRIPTIONAL REGULATION BY RUNX3%REACTOME%R-HSA-8878159.1		41	0.20614547	0.74997896	0.84741145	0.960679	1.0	497	tags=22%, list=23%, signal=28%	
PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 60%6794362	PROTEIN-PROTEIN INTERACTIONS AT SYNAPSES%REACTOME DATABASE ID RELEASE 60%6794362		15	0.2579818	0.74691683	0.8141593	0.9627828	1.0	879	tags=60%, list=41%, signal=101%	
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME DATABASE ID RELEASE 60%174113	SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME DATABASE ID RELEASE 60%174113		35	0.21154834	0.7460629	0.8351064	0.96150607	1.0	309	tags=17%, list=14%, signal=20%	
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 60%211733	REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 60%211733		35	0.20522232	0.7452033	0.85250336	0.9604013	1.0	309	tags=17%, list=14%, signal=20%	
VPU MEDIATED DEGRADATION OF CD4%REACTOME DATABASE ID RELEASE 60%180534	VPU MEDIATED DEGRADATION OF CD4%REACTOME DATABASE ID RELEASE 60%180534		35	0.21154834	0.7445775	0.85535467	0.95883715	1.0	309	tags=17%, list=14%, signal=20%	
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%R-HSA-174184.2	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%R-HSA-174184.2		35	0.21417335	0.74454767	0.8353742	0.9565186	1.0	309	tags=17%, list=14%, signal=20%	
RNA POLYMERASE II TRANSCRIPTION%REACTOME%R-HSA-73857.4	RNA POLYMERASE II TRANSCRIPTION%REACTOME%R-HSA-73857.4		139	0.16474599	0.74317825	0.9284065	0.95602816	1.0	219	tags=12%, list=10%, signal=12%	
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.2	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%R-HSA-174084.2		33	0.21105437	0.7410688	0.8335607	0.9563828	1.0	149	tags=12%, list=7%, signal=13%	
GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610785	GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610785		35	0.21154834	0.7397897	0.8543689	0.95570797	1.0	309	tags=17%, list=14%, signal=20%	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1		36	0.20772633	0.7393624	0.8431105	0.9539689	1.0	309	tags=17%, list=14%, signal=19%	
OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 60%2559580	OXIDATIVE STRESS INDUCED SENESCENCE%REACTOME DATABASE ID RELEASE 60%2559580		20	0.2402907	0.7389171	0.8232695	0.9521932	1.0	998	tags=35%, list=47%, signal=65%	
IRON UPTAKE AND TRANSPORT%REACTOME DATABASE ID RELEASE 60%917937	IRON UPTAKE AND TRANSPORT%REACTOME DATABASE ID RELEASE 60%917937		17	0.24913977	0.7363468	0.80513597	0.95312685	1.0	475	tags=29%, list=22%, signal=37%	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610783	DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610783		35	0.21154834	0.73411256	0.85772914	0.9536872	1.0	309	tags=17%, list=14%, signal=20%	
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 60%176408	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 60%176408		36	0.20772633	0.73255336	0.8679505	0.95345366	1.0	309	tags=17%, list=14%, signal=19%	
TRANSLOCATION OF GLUT4 TO THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 60%1445148	TRANSLOCATION OF GLUT4 TO THE PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 60%1445148		21	0.23428285	0.73212737	0.842963	0.9516706	1.0	813	tags=48%, list=38%, signal=76%	
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME%R-HSA-8854050.2	FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME%R-HSA-8854050.2		35	0.21154834	0.7318938	0.8737864	0.9496487	1.0	309	tags=17%, list=14%, signal=20%	
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1	REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1		34	0.2095989	0.73112607	0.8536932	0.94832957	1.0	149	tags=12%, list=7%, signal=12%	
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME DATABASE ID RELEASE 60%69202	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME DATABASE ID RELEASE 60%69202		35	0.20555916	0.7298391	0.85314685	0.9475513	1.0	149	tags=11%, list=7%, signal=12%	
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME DATABASE ID RELEASE 60%69656	CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME DATABASE ID RELEASE 60%69656		35	0.20555916	0.7298327	0.869382	0.9452977	1.0	149	tags=11%, list=7%, signal=12%	
REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 60%453276	REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 60%453276		36	0.20772633	0.72803694	0.85986394	0.9452163	1.0	309	tags=17%, list=14%, signal=19%	
PHOSPHOLIPID METABOLISM%REACTOME%R-HSA-1483257.1	PHOSPHOLIPID METABOLISM%REACTOME%R-HSA-1483257.1		22	0.23151352	0.72632784	0.85125184	0.9450336	1.0	409	tags=23%, list=19%, signal=28%	
DEGRADATION OF GLI1 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610780	DEGRADATION OF GLI1 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 60%5610780		36	0.20304786	0.72301924	0.8696845	0.9467675	1.0	309	tags=17%, list=14%, signal=19%	
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.3	SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME%R-HSA-187577.3		34	0.20573868	0.7226071	0.87763715	0.94499815	1.0	149	tags=12%, list=7%, signal=12%	
DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 60%4641258	DEGRADATION OF DVL%REACTOME DATABASE ID RELEASE 60%4641258		35	0.20323978	0.72045416	0.87105626	0.9454731	1.0	309	tags=17%, list=14%, signal=20%	
GENE SILENCING BY RNA%REACTOME DATABASE ID RELEASE 60%211000	GENE SILENCING BY RNA%REACTOME DATABASE ID RELEASE 60%211000		21	0.23326598	0.719759	0.8410104	0.94410276	1.0	223	tags=10%, list=10%, signal=11%	
SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 60%5654738	SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 60%5654738		21	0.22918892	0.7189718	0.8385714	0.9427682	1.0	352	tags=19%, list=16%, signal=23%	
THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.2	THE ROLE OF GTSE1 IN G2 M PROGRESSION AFTER G2 CHECKPOINT%REACTOME%R-HSA-8852276.2		37	0.20182015	0.7164527	0.8818681	0.9435827	1.0	309	tags=16%, list=14%, signal=19%	
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 60%201681	TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 60%201681		64	0.17920534	0.71107405	0.91849935	0.9474645	1.0	651	tags=27%, list=30%, signal=37%	
TP53 REGULATES METABOLIC GENES%REACTOME DATABASE ID RELEASE 60%5628897	TP53 REGULATES METABOLIC GENES%REACTOME DATABASE ID RELEASE 60%5628897		18	0.23344193	0.7109329	0.835131	0.9454399	1.0	154	tags=11%, list=7%, signal=12%	
SIGNALING BY FGFR%REACTOME DATABASE ID RELEASE 60%190236	SIGNALING BY FGFR%REACTOME DATABASE ID RELEASE 60%190236		21	0.22918895	0.71065974	0.83954155	0.9435623	1.0	352	tags=19%, list=16%, signal=23%	
ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME%R-HSA-4608870.1	ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME%R-HSA-4608870.1		35	0.20063618	0.70796484	0.88781166	0.9443363	1.0	309	tags=17%, list=14%, signal=20%	
CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME DATABASE ID RELEASE 60%8953897	CELLULAR RESPONSES TO EXTERNAL STIMULI%REACTOME DATABASE ID RELEASE 60%8953897		120	0.16010454	0.70511883	0.9621302	0.94526106	1.0	527	tags=21%, list=25%, signal=26%	
CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 60%73886	CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 60%73886		19	0.22956105	0.70460093	0.86564887	0.9436427	1.0	692	tags=26%, list=32%, signal=39%	
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 60%201722	FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 60%201722		17	0.23225212	0.69963264	0.84875184	0.94670683	1.0	1649	tags=100%, list=77%, signal=430%	
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%R-HSA-450531.4	REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%R-HSA-450531.4		46	0.18399334	0.694373	0.9062087	0.95011353	1.0	484	tags=22%, list=23%, signal=27%	
REGULATION OF APOPTOSIS%REACTOME%R-HSA-169911.2	REGULATION OF APOPTOSIS%REACTOME%R-HSA-169911.2		36	0.19772547	0.69349015	0.90694445	0.94877464	1.0	309	tags=17%, list=14%, signal=19%	
HEDGEHOG 'ON' STATE%REACTOME%R-HSA-5632684.1	HEDGEHOG 'ON' STATE%REACTOME%R-HSA-5632684.1		36	0.19512415	0.6909106	0.9032717	0.94924474	1.0	309	tags=17%, list=14%, signal=19%	
HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA	HALLMARK_HYPOXIA%MSIGDB_C2%HALLMARK_HYPOXIA		45	0.18199705	0.68936765	0.9035667	0.9485609	1.0	720	tags=36%, list=34%, signal=52%	
HALLMARK_PEROXISOME%MSIGDB_C2%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME%MSIGDB_C2%HALLMARK_PEROXISOME		31	0.20100513	0.6830845	0.90796703	0.95229316	1.0	240	tags=13%, list=11%, signal=14%	
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.2	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%R-HSA-69601.2		35	0.18968911	0.67463404	0.92043895	0.9578509	1.0	309	tags=17%, list=14%, signal=20%	
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 60%69541	STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 60%69541		35	0.18968911	0.672807	0.93248945	0.95728695	1.0	309	tags=17%, list=14%, signal=20%	
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69613.2	P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69613.2		35	0.18968911	0.67227453	0.90250695	0.95556986	1.0	309	tags=17%, list=14%, signal=20%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.2	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%R-HSA-69610.2		35	0.18968911	0.6712724	0.9193989	0.9543017	1.0	309	tags=17%, list=14%, signal=20%	
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2	G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2		35	0.18968911	0.6686523	0.9144022	0.95434064	1.0	309	tags=17%, list=14%, signal=20%	
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 60%69580	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 60%69580		35	0.18968911	0.66793925	0.8921162	0.9527421	1.0	309	tags=17%, list=14%, signal=20%	
RNA POLYMERASE I TRANSCRIPTION%REACTOME DATABASE ID RELEASE 60%73864	RNA POLYMERASE I TRANSCRIPTION%REACTOME DATABASE ID RELEASE 60%73864		17	0.22519974	0.6675593	0.8908297	0.9508888	1.0	1664	tags=100%, list=78%, signal=443%	
PHASE II - CONJUGATION OF COMPOUNDS%REACTOME%R-HSA-156580.2	PHASE II - CONJUGATION OF COMPOUNDS%REACTOME%R-HSA-156580.2		21	0.21595563	0.6673864	0.91068816	0.9488988	1.0	416	tags=24%, list=19%, signal=29%	
S PHASE%REACTOME%R-HSA-69242.2	S PHASE%REACTOME%R-HSA-69242.2		49	0.17681699	0.66612095	0.95478725	0.9478377	1.0	149	tags=10%, list=7%, signal=11%	
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2	AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%R-HSA-349425.2		35	0.18968911	0.6645552	0.9394347	0.9470556	1.0	309	tags=17%, list=14%, signal=20%	
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS		16	0.22522238	0.6632205	0.8983558	0.9460092	1.0	367	tags=25%, list=17%, signal=30%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.3	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%R-HSA-69563.3		35	0.18968911	0.65944594	0.92904955	0.946857	1.0	309	tags=17%, list=14%, signal=20%	
RNA POLYMERASE I PROMOTER CLEARANCE%REACTOME%R-HSA-73854.2	RNA POLYMERASE I PROMOTER CLEARANCE%REACTOME%R-HSA-73854.2		16	0.22509398	0.65217584	0.90801185	0.9499968	1.0	1664	tags=100%, list=78%, signal=443%	
PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY	PID_LKB1_PATHWAY%MSIGDB_C2%PID_LKB1_PATHWAY		16	0.22522241	0.652146	0.9175412	0.9479193	1.0	367	tags=25%, list=17%, signal=30%	
ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 60%427389	ACTIVATION OF RRNA EXPRESSION BY ERCC6 (CSB) AND EHMT2 (G9A)%REACTOME DATABASE ID RELEASE 60%427389		15	0.22498816	0.65101457	0.90138674	0.9466097	1.0	1664	tags=100%, list=78%, signal=444%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 60%1630316	GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 60%1630316		16	0.2026342	0.58597827	0.9447761	0.98053205	1.0	159	tags=13%, list=7%, signal=13%	
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION		26	0.14109047	0.47323716	0.9971631	1.0	1.0	1087	tags=58%, list=51%, signal=116%	
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY		26	0.14109047	0.46519053	0.9971551	1.0	1.0	1087	tags=58%, list=51%, signal=116%	
HALLMARK_IL2_STAT5_SIGNALING%MSIGDB_C2%HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING%MSIGDB_C2%HALLMARK_IL2_STAT5_SIGNALING		20	0.14733274	0.45615625	0.99858755	0.999644	1.0	991	tags=55%, list=46%, signal=101%	
TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)%REACTOME%R-HSA-6781827.1	TRANSCRIPTION-COUPLED NUCLEOTIDE EXCISION REPAIR (TC-NER)%REACTOME%R-HSA-6781827.1		17	0.14829013	0.43673134	0.99570817	0.99840426	1.0	685	tags=35%, list=32%, signal=51%	
